locality,species,month,year,socioeconomic_stratum,citizen_reports,abuse_cases,animals_seized,vet_emergencies,microchip_coverage,sterilization_rate,stray_density,prior_cases_6m,institutional_response_days,abandonment_risk
BOSA,CANINO,4,2024,2,18,15,5,29,0.2303,0.2166,52.06,15,9,HIGH
KENNEDY,CANINO,4,2023,3,23,22,7,31,0.128,0.2623,54.52,14,6,HIGH
CIUDAD BOLÍVAR,CANINO,4,2024,2,14,10,4,26,0.1408,0.14,53.39,17,5,HIGH
ENGATIVÁ,CANINO,7,2022,2,5,20,5,23,0.3704,0.3676,37.69,14,7,MEDIUM
SAN CRISTÓBAL,CANINO,9,2023,2,10,21,4,26,0.1632,0.2464,47.03,14,6,HIGH
SAN CRISTÓBAL,FELINO,6,2024,1,13,28,10,31,0.2317,0.1168,45.41,11,7,HIGH
SUBA,FELINO,4,2022,4,7,12,5,10,0.576,0.3623,26.39,8,2,LOW
USAQUÉN,CANINO,10,2024,6,1,3,0,13,0.6911,0.316,17.31,4,4,LOW
KENNEDY,CANINO,1,2023,1,14,15,4,24,0.057,0.2231,60.9,11,11,HIGH
TEUSAQUILLO,CANINO,12,2022,3,7,13,2,20,0.4678,0.4868,37.83,8,1,MEDIUM
ENGATIVÁ,CANINO,12,2024,3,9,15,6,19,0.3366,0.3374,37.16,16,3,MEDIUM
ENGATIVÁ,FELINO,1,2024,2,8,11,3,17,0.3982,0.3521,37.98,9,1,MEDIUM
PUENTE ARANDA,CANINO,2,2023,2,11,8,2,21,0.3557,0.2806,44.15,10,9,MEDIUM
TUNJUELITO,CANINO,5,2024,2,10,17,4,23,0.3281,0.2398,43.16,6,6,MEDIUM
BOSA,CANINO,1,2022,1,15,23,9,20,0.0341,0.2019,57.97,11,4,HIGH
BOSA,FELINO,12,2023,1,19,18,7,28,0.1032,0.22,58.01,13,6,HIGH
LOS MÁRTIRES,FELINO,10,2024,2,9,12,1,22,0.3108,0.2732,47.63,13,11,MEDIUM
RAFAEL URIBE URIBE,CANINO,6,2024,1,5,13,1,27,0.27,0.229,44.83,9,6,MEDIUM
USAQUÉN,CANINO,9,2023,3,4,4,0,11,0.7241,0.4866,13.67,9,5,LOW
ENGATIVÁ,FELINO,4,2023,4,6,7,0,14,0.4635,0.3859,29.73,6,3,MEDIUM
SAN CRISTÓBAL,CANINO,12,2024,1,10,18,7,32,0.102,0.2879,58.5,9,10,HIGH
RAFAEL URIBE URIBE,FELINO,4,2022,2,8,14,1,30,0.2413,0.2599,45.1,12,3,MEDIUM
SAN CRISTÓBAL,CANINO,5,2023,1,16,11,3,30,0.2613,0.2312,42.05,12,7,MEDIUM
ANTONIO NARIÑO,FELINO,7,2024,1,6,22,6,23,0.2498,0.3474,44.79,12,5,HIGH
LOS MÁRTIRES,CANINO,9,2022,3,10,21,6,16,0.2537,0.2518,40.08,8,6,MEDIUM
LA CANDELARIA,CANINO,12,2023,2,4,8,3,16,0.4595,0.4477,29.95,14,3,MEDIUM
LA CANDELARIA,FELINO,10,2024,3,3,3,0,6,0.6047,0.3571,18.54,9,6,LOW
BOSA,FELINO,7,2024,1,14,22,8,39,0.0653,0.1596,58.41,20,9,HIGH
BOSA,FELINO,11,2023,1,17,20,6,31,0.0844,0.2155,53.47,14,7,HIGH
LOS MÁRTIRES,CANINO,10,2024,3,10,15,2,19,0.3918,0.3304,31.31,10,4,MEDIUM
SAN CRISTÓBAL,CANINO,9,2023,2,11,15,5,20,0.2031,0.1447,48.24,6,11,MEDIUM
LA CANDELARIA,FELINO,5,2022,4,3,1,0,6,0.677,0.4468,12.77,4,2,LOW
SUBA,CANINO,1,2024,2,7,8,4,13,0.5055,0.3245,38.86,5,1,MEDIUM
LA CANDELARIA,CANINO,6,2024,4,1,12,3,16,0.6467,0.4304,13.05,2,5,LOW
SAN CRISTÓBAL,CANINO,10,2024,4,13,19,4,23,0.2948,0.1103,36.4,15,10,MEDIUM
TUNJUELITO,CANINO,9,2023,2,11,13,4,21,0.3403,0.3493,40.65,11,9,MEDIUM
KENNEDY,CANINO,8,2022,3,7,22,4,28,0.0988,0.2466,55.66,14,5,HIGH
USME,CANINO,10,2024,3,11,12,3,18,0.2708,0.1138,47.13,12,7,MEDIUM
SUBA,CANINO,5,2024,4,6,6,2,18,0.6278,0.4674,16.94,3,1,LOW
PUENTE ARANDA,CANINO,6,2023,3,5,10,4,29,0.3859,0.2952,31.38,7,5,MEDIUM
LOS MÁRTIRES,FELINO,10,2023,4,6,16,5,18,0.3505,0.3087,35.91,12,4,MEDIUM
SUMAPAZ,CANINO,7,2024,4,2,7,3,16,0.682,0.1011,11.23,10,5,LOW
RAFAEL URIBE URIBE,CANINO,10,2023,3,10,9,0,24,0.3343,0.2545,38.96,2,6,MEDIUM
RAFAEL URIBE URIBE,CANINO,9,2024,2,7,13,3,24,0.2858,0.2838,49.35,7,5,MEDIUM
RAFAEL URIBE URIBE,CANINO,2,2023,2,11,13,4,31,0.2737,0.2234,44.0,12,4,MEDIUM
RAFAEL URIBE URIBE,CANINO,8,2024,1,10,21,6,27,0.1739,0.1742,49.3,11,6,HIGH
USAQUÉN,FELINO,5,2024,5,5,5,1,12,0.7732,0.4377,17.01,5,5,LOW
RAFAEL URIBE URIBE,FELINO,5,2024,1,15,10,3,17,0.3035,0.3647,39.49,13,6,MEDIUM
FONTIBÓN,CANINO,6,2022,4,8,8,3,12,0.5205,0.3939,30.81,5,7,MEDIUM
USME,CANINO,1,2022,2,18,24,5,32,0.1106,0.1664,49.55,13,7,HIGH
USME,CANINO,11,2022,2,11,16,1,19,0.2743,0.054,40.56,8,6,MEDIUM
PUENTE ARANDA,CANINO,4,2024,2,6,7,1,19,0.4447,0.2713,34.67,7,7,MEDIUM
LOS MÁRTIRES,CANINO,3,2024,2,6,14,3,18,0.3674,0.3156,36.5,8,6,MEDIUM
KENNEDY,CANINO,3,2024,2,25,31,5,22,0.1485,0.1956,50.97,16,2,HIGH
BARRIOS UNIDOS,FELINO,6,2023,4,5,8,1,18,0.5433,0.3432,22.17,9,3,MEDIUM
ANTONIO NARIÑO,CANINO,7,2022,1,11,19,7,27,0.2096,0.3874,48.13,14,7,HIGH
LOS MÁRTIRES,CANINO,9,2023,4,5,12,3,21,0.3271,0.1794,32.71,11,11,MEDIUM
ANTONIO NARIÑO,FELINO,4,2024,3,9,16,5,19,0.4083,0.332,36.02,10,7,MEDIUM
LA CANDELARIA,CANINO,8,2023,3,6,13,3,29,0.4769,0.3322,25.44,9,1,MEDIUM
BOSA,CANINO,5,2023,2,19,7,1,24,0.2016,0.2147,44.89,9,5,MEDIUM
BOSA,FELINO,3,2023,2,22,23,3,34,0.2436,0.2509,52.06,17,9,HIGH
TUNJUELITO,CANINO,5,2024,3,12,12,5,28,0.3137,0.2541,38.13,10,9,MEDIUM
FONTIBÓN,CANINO,2,2023,5,9,12,3,16,0.4937,0.3846,34.93,3,6,MEDIUM
USME,CANINO,7,2022,1,9,24,9,30,0.0685,0.1012,50.78,20,5,HIGH
RAFAEL URIBE URIBE,CANINO,11,2023,2,12,18,6,25,0.1532,0.299,53.21,10,8,HIGH
USME,CANINO,9,2022,2,11,19,2,30,0.2033,0.129,52.48,11,10,HIGH
BARRIOS UNIDOS,CANINO,2,2023,3,0,4,0,13,0.6411,0.4022,22.88,5,3,LOW
SAN CRISTÓBAL,CANINO,8,2024,1,10,18,12,25,0.2884,0.202,51.04,11,6,MEDIUM
LOS MÁRTIRES,CANINO,7,2024,1,10,12,3,28,0.2164,0.3375,45.06,11,9,MEDIUM
BOSA,FELINO,6,2022,1,14,16,6,38,0.0773,0.1346,54.5,23,6,HIGH
FONTIBÓN,CANINO,2,2023,3,6,22,3,16,0.4956,0.3676,34.77,6,4,MEDIUM
PUENTE ARANDA,CANINO,11,2023,2,7,12,4,17,0.4184,0.2492,37.75,13,4,MEDIUM
BOSA,CANINO,5,2023,3,14,26,2,36,0.118,0.2953,48.79,8,9,HIGH
LOS MÁRTIRES,FELINO,6,2023,2,12,21,4,31,0.2943,0.32,47.36,9,2,MEDIUM
SANTA FE,CANINO,7,2024,3,9,11,2,22,0.4055,0.3224,39.41,15,6,MEDIUM
USME,FELINO,1,2024,1,13,15,6,33,0.2216,0.1471,50.95,18,12,HIGH
KENNEDY,CANINO,11,2023,2,12,26,10,30,0.0792,0.3176,55.44,16,6,HIGH
LOS MÁRTIRES,CANINO,11,2023,2,12,17,6,24,0.2224,0.3492,46.72,10,6,MEDIUM
TEUSAQUILLO,FELINO,4,2023,4,6,8,2,18,0.6001,0.5112,23.16,8,3,LOW
FONTIBÓN,CANINO,12,2024,2,4,18,7,22,0.2358,0.365,46.02,9,5,MEDIUM
USME,CANINO,8,2023,2,5,12,3,32,0.1648,0.2044,48.38,9,8,HIGH
LA CANDELARIA,CANINO,2,2023,4,1,9,2,13,0.6129,0.4446,22.83,9,3,LOW
TUNJUELITO,CANINO,12,2024,2,21,24,8,35,0.0487,0.3101,55.39,12,3,HIGH
CIUDAD BOLÍVAR,FELINO,6,2023,1,13,13,5,29,0.0506,0.1271,61.97,10,16,HIGH
BOSA,CANINO,2,2024,2,14,17,9,35,0.1838,0.2617,51.59,18,8,HIGH
ENGATIVÁ,CANINO,11,2023,3,8,10,2,18,0.3954,0.3136,34.2,11,5,MEDIUM
SANTA FE,CANINO,5,2022,2,6,11,1,21,0.4399,0.3219,30.56,2,12,MEDIUM
USAQUÉN,CANINO,3,2022,5,2,8,1,6,0.7022,0.4381,22.91,4,3,LOW
CIUDAD BOLÍVAR,FELINO,7,2024,1,11,30,8,23,0.064,0.2133,56.96,16,9,HIGH
SAN CRISTÓBAL,CANINO,11,2024,2,8,25,11,26,0.1838,0.2022,47.57,16,11,HIGH
LOS MÁRTIRES,FELINO,9,2023,2,10,13,7,19,0.3442,0.3812,40.16,9,5,MEDIUM
USME,CANINO,11,2023,1,15,18,9,19,0.1669,0.1276,45.41,10,8,HIGH
USME,CANINO,10,2022,1,18,18,6,37,0.2742,0.1931,49.63,6,3,HIGH
CIUDAD BOLÍVAR,FELINO,3,2023,2,11,14,3,33,0.0911,0.2457,51.28,16,6,HIGH
ANTONIO NARIÑO,CANINO,4,2024,2,5,10,2,21,0.4402,0.3182,34.76,6,5,MEDIUM
LOS MÁRTIRES,FELINO,6,2023,2,9,16,4,25,0.2761,0.2427,43.49,7,6,MEDIUM
KENNEDY,CANINO,1,2023,1,19,18,2,28,0.0382,0.3049,59.54,19,10,HIGH
TUNJUELITO,CANINO,4,2024,3,6,10,0,19,0.305,0.2742,38.94,11,6,MEDIUM
SANTA FE,CANINO,5,2022,2,9,5,2,22,0.5394,0.2547,32.61,7,6,MEDIUM
USAQUÉN,CANINO,4,2023,5,8,4,1,8,0.6525,0.4847,24.74,2,5,LOW
SANTA FE,CANINO,4,2024,3,13,16,4,20,0.3922,0.3486,38.41,8,4,MEDIUM
ANTONIO NARIÑO,CANINO,1,2023,2,9,21,6,28,0.2534,0.282,54.48,19,5,HIGH
TEUSAQUILLO,FELINO,9,2024,5,4,12,3,8,0.7434,0.3927,16.98,4,2,LOW
CIUDAD BOLÍVAR,CANINO,5,2022,1,14,20,6,28,0.136,0.1146,44.4,7,2,HIGH
LOS MÁRTIRES,CANINO,5,2023,3,13,12,4,23,0.3,0.3696,34.58,11,2,MEDIUM
KENNEDY,FELINO,12,2022,1,10,20,6,36,0.02,0.2282,59.51,16,9,HIGH
ANTONIO NARIÑO,CANINO,7,2024,2,7,20,5,21,0.2276,0.2789,46.48,11,6,HIGH
BOSA,CANINO,2,2023,1,13,15,4,28,0.2361,0.228,47.8,14,6,HIGH
SANTA FE,FELINO,10,2022,3,8,8,4,12,0.4556,0.2915,33.38,7,9,MEDIUM
CHAPINERO,CANINO,3,2023,4,4,7,2,10,0.6937,0.5817,16.68,5,2,LOW
USAQUÉN,FELINO,8,2024,4,6,13,4,8,0.5783,0.4476,21.27,2,3,LOW
LA CANDELARIA,CANINO,7,2023,4,8,12,4,14,0.5252,0.343,27.87,5,6,MEDIUM
LOS MÁRTIRES,CANINO,2,2024,2,6,17,2,23,0.283,0.2904,39.48,18,3,MEDIUM
RAFAEL URIBE URIBE,CANINO,7,2022,1,11,24,4,22,0.2274,0.2181,53.97,14,8,HIGH
USME,CANINO,12,2024,1,13,18,6,31,0.0943,0.1067,52.03,21,3,HIGH
PUENTE ARANDA,CANINO,8,2024,3,9,13,4,16,0.3826,0.3288,40.44,12,7,MEDIUM
TUNJUELITO,FELINO,10,2024,2,11,8,6,19,0.3303,0.2448,39.68,8,5,MEDIUM
ANTONIO NARIÑO,CANINO,11,2023,3,13,8,4,20,0.4176,0.2887,36.73,9,4,MEDIUM
LOS MÁRTIRES,CANINO,10,2023,4,10,11,3,26,0.385,0.2708,32.23,4,9,MEDIUM
TUNJUELITO,FELINO,11,2023,1,9,22,6,23,0.2915,0.3066,37.73,7,8,MEDIUM
SUBA,CANINO,3,2023,4,8,8,0,24,0.4688,0.3549,35.01,5,7,MEDIUM
BOSA,FELINO,9,2022,1,9,24,7,35,0.1285,0.1951,54.73,14,9,HIGH
USAQUÉN,CANINO,11,2024,5,4,4,0,13,0.6204,0.4732,25.52,1,2,LOW
SAN CRISTÓBAL,FELINO,8,2024,1,14,13,2,24,0.1641,0.1673,50.12,9,3,HIGH
BOSA,CANINO,11,2024,1,12,24,9,32,0.0644,0.1572,56.07,11,13,HIGH
SANTA FE,CANINO,10,2024,3,6,11,2,19,0.4938,0.3657,24.36,9,8,MEDIUM
KENNEDY,CANINO,6,2023,2,19,17,5,30,0.088,0.338,55.31,15,11,HIGH
ANTONIO NARIÑO,FELINO,3,2024,3,12,13,4,28,0.3631,0.3295,33.7,11,6,MEDIUM
BOSA,FELINO,1,2023,2,22,24,9,21,0.0808,0.2045,61.78,14,2,HIGH
USME,CANINO,5,2024,1,5,17,5,20,0.2728,0.1766,45.52,13,6,MEDIUM
RAFAEL URIBE URIBE,CANINO,3,2023,3,10,17,8,26,0.2581,0.2134,49.34,11,8,MEDIUM
ENGATIVÁ,CANINO,11,2024,4,4,7,1,22,0.4232,0.2769,34.01,7,6,MEDIUM
CIUDAD BOLÍVAR,FELINO,7,2023,2,13,24,5,38,0.0827,0.1626,58.4,14,4,HIGH
KENNEDY,FELINO,3,2023,1,18,16,2,16,0.1414,0.241,50.88,16,4,HIGH
PUENTE ARANDA,CANINO,4,2023,4,8,10,3,14,0.3305,0.3186,31.99,8,8,MEDIUM
SUBA,CANINO,5,2023,4,5,5,0,14,0.6337,0.373,22.83,7,3,LOW
LOS MÁRTIRES,FELINO,9,2023,1,9,15,4,20,0.3411,0.1755,40.68,11,7,MEDIUM
ENGATIVÁ,CANINO,3,2023,3,13,8,1,13,0.5417,0.4266,29.38,7,4,MEDIUM
CIUDAD BOLÍVAR,CANINO,8,2023,1,19,25,12,34,0.027,0.1736,55.59,7,8,HIGH
USME,FELINO,6,2024,1,6,22,4,23,0.1393,0.1484,44.03,8,7,HIGH
LA CANDELARIA,CANINO,5,2022,4,7,5,3,5,0.7285,0.4724,19.52,5,5,LOW
ANTONIO NARIÑO,CANINO,9,2022,1,5,24,6,24,0.3064,0.325,42.4,8,3,MEDIUM
ANTONIO NARIÑO,CANINO,1,2023,2,11,16,5,23,0.336,0.2768,42.35,8,7,MEDIUM
TEUSAQUILLO,CANINO,8,2024,5,4,8,2,10,0.628,0.4777,27.3,4,6,LOW
KENNEDY,CANINO,1,2022,2,16,23,10,37,0.1151,0.2998,58.4,7,4,HIGH
BARRIOS UNIDOS,CANINO,6,2023,3,8,4,4,18,0.5052,0.264,34.81,7,7,MEDIUM
CHAPINERO,CANINO,2,2023,4,5,8,2,18,0.5839,0.4478,23.1,6,7,LOW
KENNEDY,CANINO,11,2022,2,20,20,2,32,0.1497,0.2226,53.26,16,8,HIGH
BOSA,CANINO,2,2023,1,10,24,5,33,0.174,0.2526,52.49,16,11,HIGH
SUBA,FELINO,6,2022,3,7,6,0,14,0.5878,0.3884,27.79,1,1,LOW
RAFAEL URIBE URIBE,CANINO,11,2024,3,10,18,4,22,0.2261,0.2023,42.39,12,4,MEDIUM
SUBA,CANINO,3,2023,4,11,7,2,15,0.5737,0.4161,18.77,4,7,LOW
SAN CRISTÓBAL,CANINO,1,2023,1,7,20,4,25,0.1257,0.1706,55.37,6,9,HIGH
KENNEDY,CANINO,1,2024,1,16,21,3,35,0.0935,0.2647,61.8,10,9,HIGH
PUENTE ARANDA,CANINO,2,2022,3,11,22,4,18,0.365,0.4096,45.6,10,3,MEDIUM
BOSA,CANINO,12,2022,2,23,21,8,27,0.0369,0.2496,59.53,14,5,HIGH
TUNJUELITO,CANINO,6,2022,1,12,14,5,26,0.2345,0.3012,48.4,8,7,MEDIUM
USAQUÉN,CANINO,10,2023,2,5,4,1,8,0.7061,0.3474,22.66,2,6,LOW
USME,FELINO,2,2022,1,16,24,5,25,0.0428,0.0828,48.29,13,8,HIGH
SAN CRISTÓBAL,CANINO,7,2023,2,9,21,7,36,0.125,0.2241,54.28,12,4,HIGH
SAN CRISTÓBAL,FELINO,3,2023,2,5,11,3,20,0.2379,0.1878,46.16,8,6,MEDIUM
LA CANDELARIA,CANINO,4,2022,3,2,6,1,12,0.688,0.4265,20.55,1,2,LOW
CIUDAD BOLÍVAR,CANINO,2,2023,1,12,17,4,24,0.1629,0.1744,48.63,10,10,HIGH
TEUSAQUILLO,FELINO,3,2023,3,4,2,1,8,0.7068,0.4613,14.26,5,4,LOW
ENGATIVÁ,CANINO,11,2023,3,6,8,1,22,0.4595,0.4371,30.91,8,6,MEDIUM
BOSA,CANINO,12,2023,1,24,19,7,30,0.0657,0.2529,59.52,10,7,HIGH
ANTONIO NARIÑO,CANINO,6,2022,2,9,14,6,24,0.3745,0.2776,39.42,11,6,MEDIUM
RAFAEL URIBE URIBE,CANINO,5,2022,3,14,11,3,38,0.2643,0.2367,34.52,9,5,MEDIUM
PUENTE ARANDA,CANINO,9,2024,3,6,11,3,17,0.5532,0.2997,37.25,5,13,MEDIUM
RAFAEL URIBE URIBE,CANINO,4,2023,2,10,18,3,22,0.2378,0.198,42.51,8,4,MEDIUM
TUNJUELITO,CANINO,7,2024,2,12,16,6,28,0.2498,0.2688,45.96,15,7,HIGH
ANTONIO NARIÑO,CANINO,10,2024,3,5,11,2,26,0.4008,0.286,29.19,6,3,MEDIUM
ENGATIVÁ,CANINO,3,2024,3,12,10,6,15,0.5025,0.2102,34.96,5,4,MEDIUM
TUNJUELITO,CANINO,10,2024,3,6,22,4,29,0.3779,0.2078,42.75,16,11,MEDIUM
TEUSAQUILLO,CANINO,11,2023,4,2,7,1,11,0.5702,0.474,14.59,10,8,LOW
BOSA,CANINO,9,2023,2,11,12,4,32,0.2058,0.2154,51.36,17,6,HIGH
BARRIOS UNIDOS,CANINO,7,2024,3,5,10,3,25,0.2712,0.3984,39.13,8,5,MEDIUM
TUNJUELITO,CANINO,11,2023,3,10,20,1,22,0.2282,0.2257,43.81,14,6,MEDIUM
SAN CRISTÓBAL,FELINO,6,2024,1,10,12,4,31,0.2014,0.2341,51.99,15,3,HIGH
LOS MÁRTIRES,CANINO,3,2024,1,10,19,3,19,0.3258,0.268,38.89,7,6,MEDIUM
TUNJUELITO,FELINO,10,2023,2,10,11,3,22,0.371,0.2723,38.1,9,8,MEDIUM
KENNEDY,FELINO,9,2024,1,10,19,7,26,0.1317,0.3124,57.39,13,6,HIGH
USME,FELINO,12,2023,1,15,16,5,28,0.02,0.1267,56.07,19,6,HIGH
LOS MÁRTIRES,CANINO,4,2024,3,15,8,3,19,0.4122,0.3868,34.08,5,6,MEDIUM
FONTIBÓN,CANINO,7,2023,3,5,10,0,19,0.3973,0.4203,35.06,7,4,MEDIUM
SAN CRISTÓBAL,CANINO,10,2023,4,8,20,4,26,0.2299,0.2618,42.19,6,6,MEDIUM
LOS MÁRTIRES,CANINO,6,2023,2,7,18,2,28,0.3329,0.2158,37.13,12,6,MEDIUM
ENGATIVÁ,CANINO,5,2024,1,6,6,1,21,0.5084,0.4402,28.61,8,6,MEDIUM
SAN CRISTÓBAL,FELINO,11,2022,1,15,21,7,20,0.1299,0.2314,48.76,19,5,HIGH
TEUSAQUILLO,CANINO,7,2023,4,6,9,1,15,0.5211,0.4359,28.14,12,1,MEDIUM
BOSA,FELINO,12,2023,1,14,23,4,33,0.0776,0.1995,55.95,20,8,HIGH
KENNEDY,CANINO,2,2024,1,11,20,7,35,0.0892,0.2243,61.96,11,8,HIGH
PUENTE ARANDA,CANINO,12,2024,3,8,11,4,29,0.2612,0.3672,44.03,8,6,MEDIUM
FONTIBÓN,CANINO,5,2024,4,7,7,2,12,0.5046,0.3695,26.66,3,9,MEDIUM
FONTIBÓN,CANINO,2,2024,4,5,14,2,11,0.4566,0.3926,30.2,5,2,MEDIUM
FONTIBÓN,CANINO,9,2023,3,4,8,2,24,0.5192,0.352,27.75,6,3,MEDIUM
KENNEDY,CANINO,12,2022,2,15,23,5,32,0.1065,0.3352,57.68,12,5,HIGH
BOSA,FELINO,6,2022,1,18,19,6,29,0.1926,0.2598,51.68,13,4,HIGH
ANTONIO NARIÑO,CANINO,8,2023,3,11,15,5,25,0.3809,0.2666,42.09,14,8,MEDIUM
SAN CRISTÓBAL,CANINO,2,2024,2,12,22,9,22,0.2312,0.2555,44.6,13,9,HIGH
TUNJUELITO,CANINO,7,2022,2,12,17,6,27,0.1921,0.2518,51.93,14,5,HIGH
SANTA FE,CANINO,9,2024,3,5,11,2,27,0.3552,0.3042,31.32,6,9,MEDIUM
RAFAEL URIBE URIBE,CANINO,3,2022,4,8,16,3,32,0.2267,0.1471,48.64,14,5,HIGH
KENNEDY,CANINO,3,2022,2,12,23,11,31,0.2027,0.205,51.51,7,5,HIGH
LOS MÁRTIRES,CANINO,10,2023,4,9,9,3,23,0.368,0.1628,42.77,7,6,MEDIUM
SANTA FE,FELINO,1,2022,3,7,11,4,25,0.2866,0.3445,36.86,12,9,MEDIUM
ENGATIVÁ,CANINO,12,2024,4,7,6,1,18,0.4267,0.3722,33.59,6,5,MEDIUM
CIUDAD BOLÍVAR,CANINO,11,2024,1,18,13,2,29,0.2174,0.1084,48.51,11,5,HIGH
BOSA,CANINO,4,2023,2,13,13,4,24,0.2458,0.2186,56.69,15,5,HIGH
SANTA FE,CANINO,12,2022,2,10,20,5,23,0.188,0.3329,40.97,14,7,HIGH
LOS MÁRTIRES,FELINO,8,2024,2,13,21,4,20,0.3612,0.2646,37.94,5,7,MEDIUM
CIUDAD BOLÍVAR,CANINO,5,2024,2,12,18,6,34,0.161,0.0865,50.57,10,9,HIGH
USME,CANINO,2,2023,1,8,20,5,26,0.0884,0.1632,51.54,11,6,HIGH
SANTA FE,FELINO,6,2022,3,5,10,4,23,0.3613,0.2952,37.83,14,6,MEDIUM
SANTA FE,FELINO,2,2024,2,8,20,7,35,0.3876,0.309,41.89,11,8,MEDIUM
USAQUÉN,CANINO,4,2024,4,7,5,1,9,0.7,0.5004,19.07,7,5,LOW
SUMAPAZ,CANINO,5,2023,5,2,3,0,18,0.7189,0.0779,12.88,3,8,LOW
PUENTE ARANDA,CANINO,5,2024,3,10,11,2,18,0.3398,0.2392,37.18,3,1,MEDIUM
ANTONIO NARIÑO,CANINO,12,2024,2,12,24,7,30,0.0891,0.38,50.25,10,8,HIGH
TUNJUELITO,CANINO,12,2022,1,11,21,9,34,0.1689,0.2302,51.38,17,7,HIGH
LOS MÁRTIRES,CANINO,1,2023,1,6,19,4,38,0.0949,0.3014,53.17,11,8,HIGH
SAN CRISTÓBAL,FELINO,2,2022,2,7,18,5,31,0.1734,0.1449,46.75,11,7,HIGH
TEUSAQUILLO,CANINO,3,2024,4,4,7,2,11,0.6717,0.4799,25.03,7,5,LOW
TUNJUELITO,CANINO,9,2023,2,13,16,2,22,0.1523,0.2096,40.49,13,5,MEDIUM
CIUDAD BOLÍVAR,CANINO,4,2024,2,10,15,5,23,0.084,0.2975,56.16,11,6,HIGH
SAN CRISTÓBAL,FELINO,5,2024,1,13,14,3,26,0.3007,0.257,45.0,11,3,MEDIUM
LOS MÁRTIRES,CANINO,1,2023,1,6,28,4,27,0.1825,0.2438,53.08,10,7,HIGH
SUMAPAZ,FELINO,6,2023,4,0,3,0,10,0.7124,0.1111,9.26,3,8,LOW
CHAPINERO,CANINO,1,2024,4,3,8,2,16,0.5952,0.4628,29.95,3,5,MEDIUM
USME,CANINO,5,2024,1,6,17,2,16,0.3433,0.1003,36.89,10,8,MEDIUM
SUBA,FELINO,1,2024,4,4,13,6,17,0.484,0.305,35.2,10,2,MEDIUM
PUENTE ARANDA,FELINO,6,2024,3,10,15,4,21,0.3588,0.283,38.38,7,7,MEDIUM
CIUDAD BOLÍVAR,CANINO,9,2022,1,15,19,4,23,0.1709,0.0899,52.12,13,8,HIGH
USME,FELINO,12,2023,1,15,21,6,30,0.0347,0.0651,52.72,10,8,HIGH
CIUDAD BOLÍVAR,FELINO,6,2023,2,13,22,7,33,0.1292,0.1423,52.57,18,7,HIGH
KENNEDY,CANINO,10,2022,1,11,24,6,24,0.144,0.3385,55.92,10,2,HIGH
PUENTE ARANDA,CANINO,5,2023,4,10,7,3,17,0.5415,0.4032,32.18,11,8,MEDIUM
USME,CANINO,2,2023,2,11,23,3,26,0.126,0.1783,51.06,11,9,HIGH
BOSA,CANINO,2,2023,2,22,22,4,39,0.1234,0.2907,55.75,8,7,HIGH
RAFAEL URIBE URIBE,CANINO,1,2023,3,9,20,9,28,0.2632,0.2215,49.46,10,8,HIGH
CIUDAD BOLÍVAR,CANINO,2,2024,1,13,13,5,38,0.087,0.222,58.8,11,7,HIGH
BOSA,CANINO,3,2024,2,10,22,5,29,0.1791,0.2505,56.24,18,10,HIGH
SANTA FE,CANINO,8,2023,2,10,25,4,19,0.3214,0.2243,36.06,9,3,MEDIUM
LA CANDELARIA,CANINO,2,2023,5,3,3,1,13,0.6691,0.425,15.57,5,3,LOW
BARRIOS UNIDOS,CANINO,8,2023,2,7,14,2,12,0.5152,0.3593,32.48,6,8,MEDIUM
SANTA FE,CANINO,2,2024,2,5,16,4,31,0.3106,0.3162,40.05,11,4,MEDIUM
CHAPINERO,CANINO,10,2024,5,1,6,0,4,0.8403,0.5198,16.21,4,2,LOW
BOSA,CANINO,3,2024,3,12,12,5,33,0.2425,0.2135,43.63,10,6,HIGH
KENNEDY,CANINO,12,2024,1,20,19,4,26,0.0889,0.1981,58.51,11,7,HIGH
TUNJUELITO,CANINO,2,2022,3,9,19,6,29,0.2969,0.1726,41.76,8,5,HIGH
SAN CRISTÓBAL,CANINO,7,2023,1,11,21,6,32,0.0676,0.1682,60.99,19,11,HIGH
SAN CRISTÓBAL,CANINO,6,2023,3,12,15,0,34,0.2616,0.2618,45.94,8,9,MEDIUM
ENGATIVÁ,CANINO,11,2024,3,6,9,4,11,0.5125,0.3204,30.87,4,3,MEDIUM
ENGATIVÁ,FELINO,7,2024,2,8,12,2,19,0.3719,0.4396,44.0,9,7,MEDIUM
BOSA,CANINO,6,2022,1,15,24,6,33,0.1804,0.235,45.14,14,9,HIGH
LOS MÁRTIRES,CANINO,4,2022,3,7,18,5,18,0.2373,0.2474,44.46,15,8,MEDIUM
KENNEDY,CANINO,7,2024,2,16,23,7,28,0.0874,0.2897,51.87,12,2,HIGH
BOSA,FELINO,10,2024,3,17,14,4,38,0.1488,0.2426,55.64,16,6,HIGH
LA CANDELARIA,CANINO,11,2023,4,3,9,1,18,0.5733,0.4016,23.1,9,3,LOW
SUBA,CANINO,9,2024,3,4,8,0,15,0.5909,0.4882,31.85,8,4,MEDIUM
SANTA FE,FELINO,9,2024,4,5,12,4,22,0.41,0.3366,31.03,11,7,MEDIUM
